Kelas,Hari,Jam,WaktuMulai,WaktuSelesai,Kind,MataPelajaran,Guru,Ruang
XI PSPT 2,Senin,5-6,10:00,11:20,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Siti Umiharsih, S.Pd",R 41
XI PSPT 2,Senin,7-8-9-10,11:20,15:00,CLASS,Konsentrasi PSPT,"Tuhu Eries Kudori, S.Sn",Lab. PSPT Editing
XI PSPT 2,Selasa,1-2-3,07:00,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,Dra. Hanik Pangestuti,R 41
XI PSPT 2,Selasa,4-5-6,09:00,11:20,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Siti Umiharsih, S.Pd",R 41
XI PSPT 2,Selasa,7-8,11:20,13:40,CLASS,Sejarah,Dra. Anik Indriani,R 41
XI PSPT 2,Selasa,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 41
XI PSPT 2,Rabu,1-2-3-4,07:00,09:40,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 2,Rabu,5-6-7-8,10:00,13:40,CLASS,Mapel Pilihan PSPT,"Tuhu Eries Kudori, S.Sn",Lab. PSPT Editing
XI PSPT 2,Rabu,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 41
XI PSPT 2,Kamis,1-2,07:00,08:20,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 2,Kamis,3-4,08:20,09:40,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 2,Kamis,5-6,10:00,11:20,CLASS,Konsentrasi PSPT,"Sa'ad Wazis Hiedayat, S.Pd",Lab. PSPT Editing
XI PSPT 2,Kamis,7-8,11:20,13:40,CLASS,Konsentrasi PSPT,"Sa'ad Wazis Hiedayat, S.Pd",Lab. PSPT Editing
XI PSPT 2,Kamis,9-10,13:40,15:00,CLASS,Konsentrasi PSPT,"Benny Mamora, S.Kom",Lab. PSPT Editing
XI PSPT 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI PSPT 2,Jumat,2-3,07:30,08:30,CLASS,PJOK,"Bella Prakoso, S.Pd",Lapangan
XI PSPT 2,Jumat,4-5,08:30,09:30,CLASS,BK,"Winarsih, S.Pd, M.Pd",R 41
XI PSPT 2,Jumat,6-7-8,09:50,11:20,CLASS,Bahasa Indonesia,"Umi Kulsum, S.Pd",R 41
XI PSPT 2,Jumat,9-10,13:00,14:00,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 41
XI PSPT 2,Jumat,11-12,14:00,15:00,CLASS,Bahasa Jawa,"Erna Qoriah, S.E.",R 41
XI AN 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AN 1,Senin,2-3-4,07:40,09:40,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 59
XI AN 1,Senin,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 59
XI AN 1,Senin,7-8,11:20,13:40,CLASS,Konsentrasi AN,"Andika Christian Sasmita, S.ST",Lab. AN COE 2
XI AN 1,Senin,9-10,13:40,15:00,CLASS,Mapel Pilihan AN,"Endik Kuswantoro, S.Kom.,M.T",Lab. AN COE 2
XI AN 1,Selasa,1-2-3,07:00,09:00,CLASS,Konsentrasi AN,"Erwan Septyono, S.Pd",Lab. AN COE 1
XI AN 1,Selasa,4-5-6-7,09:00,12:00,CLASS,Konsentrasi AN,"Rika Okta Maulida, S.Ds.",Lab. AN COE 1
XI AN 1,Selasa,8-9-10,13:00,15:00,CLASS,Konsentrasi AN,"Dhuana Putri Puspitasary, S.Pd",Lab. AN COE 1
XI AN 1,Rabu,1-2-3,07:00,09:00,CLASS,Konsentrasi AN,"Endik Kuswantoro, S.Kom.,M.T",Lab. AN COE 1
XI AN 1,Rabu,4-5-6,09:00,11:20,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Andika Christian Sasmita, S.ST",Lab. AN COE 1
XI AN 1,Rabu,7-8,11:20,13:40,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 59
XI AN 1,Rabu,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Khuriyatul Kamila, S.Si",R 59
XI AN 1,Kamis,1-2-3,07:00,09:00,CLASS,Konsentrasi AN,"Erwan Septyono, S.Pd",Lab. AN COE 1
XI AN 1,Kamis,4-5,09:00,10:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Andika Christian Sasmita, S.ST",Lab. AN COE 1
XI AN 1,Kamis,6-7-8,10:40,13:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Muashofah, M.Pd",R 60
XI AN 1,Kamis,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 60
XI AN 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AN 1,Jumat,2-3,07:30,08:30,CLASS,Mapel Pilihan AN,"Andika Christian Sasmita, S.ST",Lab. AN COE 2
XI AN 1,Jumat,4-5,08:30,09:30,CLASS,PJOK,"Bella Prakoso, S.Pd",LAP
XI AN 1,Jumat,6-7-8,09:50,11:20,CLASS,Matematika,"Dwi Nova Setyandari, S.Pd",R 59
XI AN 1,Jumat,9-10,13:00,14:00,CLASS,BK,"Siti Maisaroh, S.Pd",R 59
XI AN 1,Jumat,11-12,14:00,15:00,CLASS,Bahasa Jawa,"Ajeng Okvitasari, S.Pd",R 59
XI AN 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AN 2,Senin,2-3-4,07:40,09:40,CLASS,Konsentrasi AN,"Dhuana Putri Puspitasary, S.Pd",Lab. AN COE 1
XI AN 2,Senin,5-6-7-8,10:00,13:40,CLASS,Konsentrasi AN,"Rika Okta Maulida, S.Ds.",Lab. AN COE 1
XI AN 2,Senin,9-10,13:40,15:00,CLASS,Konsentrasi AN,"Andika Christian Sasmita, S.ST",Lab. AN COE 1
XI AN 2,Selasa,1-2-3,07:00,09:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Andika Christian Sasmita, S.ST",Lab. AN COE 2
XI AN 2,Selasa,4-5,09:00,10:40,CLASS,Mapel Pilihan AN,"Endik Kuswantoro, S.Kom.,M.T",Lab. AN COE 2
XI AN 2,Selasa,6-7,10:40,12:00,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 59
XI AN 2,Selasa,8-9-10,13:00,15:00,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 59
XI AN 2,Rabu,1-2,07:00,08:20,CLASS,Bahasa Jawa,"Luluk Munfarida,S.Pd",R 59
XI AN 2,Rabu,3-4,08:20,09:40,CLASS,PJOK,"Bella Prakoso, S.Pd",Lapangan
XI AN 2,Rabu,5-6-7,10:00,12:00,CLASS,Konsentrasi AN,"Endik Kuswantoro, S.Kom.,M.T",Lab. AN COE 2
XI AN 2,Rabu,8-9-10,13:00,15:00,CLASS,Konsentrasi AN,"Erwan Septyono, S.Pd",Lab. AN COE 1
XI AN 2,Kamis,1-2,07:00,08:20,CLASS,BK,"Siti Maisaroh, S.Pd",R 59
XI AN 2,Kamis,3-4-5,08:20,10:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Muashofah, M.Pd",R 59
XI AN 2,Kamis,6-7-8,10:40,13:40,CLASS,Matematika,"Dwi Nova Setyandari, S.Pd",R 59
XI AN 2,Kamis,9-10,13:40,15:00,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 59
XI AN 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AN 2,Jumat,2-3-4,07:30,09:00,CLASS,Konsentrasi AN,"Erwan Septyono, S.Pd",Lab. AN COE 1
XI AN 2,Jumat,5-6,09:00,10:20,CLASS,Mapel Pilihan AN,"Andika Christian Sasmita, S.ST",Lab. AN COE 1
XI AN 2,Jumat,7-8,10:20,11:20,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Andika Christian Sasmita, S.ST",Lab. AN COE 1
XI AN 2,Jumat,9-10,13:00,14:00,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 60
XI AN 2,Jumat,11-12,14:00,15:00,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 60
